anzahl;vorname;geschlecht;position
4;Abbas;m;1
4;Julia;w;1
4;Darian;m;1
4;Lisa;w;1
4;Emilio;m;1
4;Maja;w;1
4;Gabriel;m;1
4;Melina;w;1
4;Hannes;m;1
4;Nisa;w;1
4;Jakob;m;1
4;Romy;w;1
4;Jonah;m;1
4;Theresa;w;1
4;Julius;m;1
4;Yaren;w;1
4;Justus;m;1
4;Zoe;w;1
4;Levi;m;1
4;Linus;m;1
4;Luan;m;1
4;Mika;m;1
4;Miran;m;1
4;Muhammed;m;1
4;Niklas;m;1
4;Noel;m;1
4;Oskar;m;1
4;Philipp;m;1
4;Samuel;m;1
3;Elias;m;2
3;Katharina;w;2
3;Finn;m;2
3;Lou;w;2
3;Hans;m;2
3;Marleen;w;2
3;Johann;m;2
3;Marlen;w;2
3;Liam;m;2
3;Michelle;w;2
3;Miguel;m;2
3;Nur;w;2
3;Mike;m;2
3;Peter;m;2
3;Selim;m;2
3;Stefan;m;2
3;Valentin;m;2
3;Alessia;w;1
3;Arin;w;1
3;Daria;w;1
3;Derin;w;1
3;Ela;w;1
3;Elena;w;1
3;Esila;w;1
3;Jana;w;1
3;Josephine;w;1
3;Juna;w;1
3;Liya;w;1
3;Adrian;m;1
3;Lucia;w;1
3;Ayman;m;1
3;Luna;w;1
3;Benjamin;m;1
3;Malia;w;1
3;Bilal;m;1
3;Mathilda;w;1
3;Colin;m;1
3;Matilda;w;1
3;Damian;m;1
3;Melek;w;1
3;Daniel;m;1
3;Merle;w;1
3;Diar;m;1
3;Mira;w;1
3;Florian;m;1
3;Miray;w;1
3;Giuliano;m;1
3;Nila;w;1
3;Henrik;m;1
3;Ronja;w;1
3;Jack;m;1
3;Rosa;w;1
3;Jamie;m;1
3;Sofia;w;1
3;Jannis;m;1
3;Tessa;w;1
3;Johannes;m;1
3;Tilda;w;1
3;John;m;1
3;Vanessa;w;1
3;Jona;m;1
3;Zeynep;w;1
3;Konstantin;m;1
3;Leandro;m;1
3;Levin;m;1
3;Lucas;m;1
3;Malte;m;1
3;Marlon;m;1
3;Mustafa;m;1
3;Oliver;m;1
3;Phil;m;1
3;Rayan;m;1
3;Timo;m;1
3;Valentin;m;1
3;Yiğit;m;1
2;Anna;w;2
2;Annabell;w;2
2;Aurelia;w;2
2;Birte;w;2
2;Carlotta;w;2
2;Ali;m;2
2;Elif;w;2
2;Andreas;m;2
2;Elisa;w;2
2;André;m;2
2;Elise;w;2
2;Antonio;m;2
2;Isabel;w;2
2;Bastian;m;2
2;Josefine;w;2
2;Ben;m;2
2;Klara;w;2
2;Benedikt;m;2
2;Lia;w;2
2;Bennet;m;2
2;Liv;w;2
2;Bernhard;m;2
2;Lotta;w;2
2;Conner;m;2
2;Luise;w;2
2;Dean;m;2
2;Malin;w;2
2;Emir;m;2
2;Marija;w;2
2;Erik;m;2
2;Marlene;w;2
2;Henri;m;2
2;Medine;w;2
2;Ibrahim;m;2
2;Mira;w;2
2;Jakob;m;2
2;Nele;w;2
2;Jonas;m;2
2;Pia;w;2
2;Jonathan;m;2
2;Sofia;w;2
2;Leo;m;2
2;Todorova;w;2
2;Leonard;m;2
2;Victoria;w;2
2;Leonhard;m;2
2;Matteo;m;2
2;Maxim;m;2
2;Michael;m;2
2;Michel;m;2
2;Milan;m;2
2;Mustafa;m;2
2;Niklas;m;2
2;Ole;m;2
2;Phil;m;2
2;Simon;m;2
2;Yusuf;m;2
2;Ada;w;1
2;Alaa;w;1
2;Alicia;w;1
2;Alisa;w;1
2;Amine;w;1
2;Amira;w;1
2;Annabell;w;1
2;Arina;w;1
2;Aylin;w;1
2;Belinay;w;1
2;Bella;w;1
2;Carlotta;w;1
2;Carolina;w;1
2;Ahmad;m;1
2;Cataleya;w;1
2;Alan;m;1
2;Chiara;w;1
2;Alend;m;1
2;Dalia;w;1
2;Amin;m;1
2;Dua;w;1
2;Amir;m;1
2;Elif;w;1
2;Andreas;m;1
2;Elin;w;1
2;Antonio;m;1
2;Elise;w;1
2;Aras;m;1
2;Emilie;w;1
2;Arda;m;1
2;Emine;w;1
2;Aron;m;1
2;Enissa;w;1
2;Arthur;m;1
2;Franziska;w;1
2;Artur;m;1
2;Frieda;w;1
2;Aryan;m;1
2;Gabriela;w;1
2;Berat;m;1
2;Hailey;w;1
2;Connor;m;1
2;Hazal;w;1
2;Dean;m;1
2;Helen;w;1
2;Don;m;1
2;Hüma;w;1
2;Emilian;m;1
2;Isabel;w;1
2;Emir;m;1
2;Lajla;w;1
2;Eric;m;1
2;Leen;w;1
2;Fabio;m;1
2;Lisbeth;w;1
2;Harun;m;1
2;Liv;w;1
2;Hassan;m;1
2;Liva;w;1
2;Hendrik;m;1
2;Louisa;w;1
2;Ismail;m;1
2;Luana;w;1
2;Ivan;m;1
2;Madlen;w;1
2;James;m;1
2;Mara;w;1
2;Janosch;m;1
2;Mariella;w;1
2;Kaan;m;1
2;Marlen;w;1
2;Lean;m;1
2;Martha;w;1
2;Lennox;m;1
2;Maryam;w;1
2;Lenny;m;1
2;Medina;w;1
2;Leonis;m;1
2;Mija;w;1
2;Lias;m;1
2;Milena;w;1
2;Lio;m;1
2;Milla;w;1
2;Lucien;m;1
2;Nelia;w;1
2;Luka;m;1
2;Noemi;w;1
2;Malik;m;1
2;Pauline;w;1
2;Mark;m;1
2;Rabia;w;1
2;Marley;m;1
2;Riley;w;1
2;Matti;m;1
2;Ruby;w;1
2;Mattis;m;1
2;Sarah;w;1
2;Mikael;m;1
2;Serra;w;1
2;Mohammed;m;1
2;Stella;w;1
2;Naser;m;1
2;Thalia;w;1
2;Neo;m;1
2;Thea;w;1
2;Nick;m;1
2;Veronika;w;1
2;Niko;m;1
2;Zehra;w;1
2;Oscar;m;1
2;Zeinab;w;1
2;Pepe;m;1
2;Zoey;w;1
2;Piet;m;1
2;Riad;m;1
2;Sam;m;1
2;Sami;m;1
2;Semih;m;1
2;Theodor;m;1
2;Thilo;m;1
2;Tilo;m;1
2;Tim;m;1
2;Timur;m;1
2;Tristan;m;1
2;Tyler;m;1
2;Yahya;m;1
2;Younes;m;1
2;Ömer;m;1
1;Darline;w;4
1;Mari;w;4
1;Alexander;m;3
1;Agnes;w;3
1;Blake;m;3
1;Carlotta;w;3
1;Christian;m;3
1;Chanel;w;3
1;Dieter;m;3
1;Chioma;w;3
1;Elias;m;3
1;Eleni;w;3
1;Hieronymus;m;3
1;Estefania;w;3
1;İsmail;m;3
1;Fine;w;3
1;Johann;m;3
1;Gisela;w;3
1;Junior;m;3
1;Heidi;w;3
1;Jörg;m;3
1;Hope;w;3
1;Kiều;m;3
1;Janina;w;3
1;Marko;m;3
1;Joanna;w;3
1;Maximilian;m;3
1;Jódis;w;3
1;Michiel;m;3
1;Kristin;w;3
1;Osewe;m;3
1;kyzy;w;3
1;Paul;m;3
1;Leonie;w;3
1;Simeon;m;3
1;Lilliana;w;3
1;Tamer;m;3
1;Luise;w;3
1;Marlene;w;3
1;Mya;w;3
1;Ndolo;w;3
1;Rain;w;3
1;Rebekka;w;3
1;Renate;w;3
1;Sophie;w;3
1;Tanja;w;3
1;Adea;w;2
1;Agnes;w;2
1;Aisha;w;2
1;Aldona;w;2
1;Alessia;w;2
1;Alexa;w;2
1;Alexis;w;2
1;Aleyna;w;2
1;Allegra;w;2
1;Amalia;w;2
1;Ameira;w;2
1;Amidala;w;2
1;Adam;m;2
1;An;w;2
1;Ahmet;m;2
1;Angie;w;2
1;Ajdin;m;2
1;Angéli;w;2
1;Akeem;m;2
1;Anne-Maria;w;2
1;Akif;m;2
1;Anni;w;2
1;Albertus;m;2
1;Antonia;w;2
1;Alexandr;m;2
1;Ardihan;w;2
1;Alfred;m;2
1;Aurora;w;2
1;Aljoscha;m;2
1;Aya;w;2
1;Antony;m;2
1;Ayana;w;2
1;Aramis;m;2
1;Ayla;w;2
1;Arjen;m;2
1;Aziza;w;2
1;Artur;m;2
1;Bahar;w;2
1;Aslanbek;m;2
1;Basam;w;2
1;Atanasov;m;2
1;Bayu;w;2
1;Axel;m;2
1;Beate;w;2
1;Aydan;m;2
1;Bera;w;2
1;Ayyub;m;2
1;Beren;w;2
1;Baldur;m;2
1;Betül;w;2
1;Bartholomäus;m;2
1;Cagla;w;2
1;Bayani;m;2
1;Chad;w;2
1;Bekir;m;2
1;Chaline;w;2
1;Benjamin;m;2
1;Chelsea;w;2
1;Berk;m;2
1;Dagmar;w;2
1;Berke;m;2
1;Denise;w;2
1;Bernado;m;2
1;Desiree;w;2
1;Berthold;m;2
1;Dédé;w;2
1;Bilal;m;2
1;Dünya;w;2
1;Boas;m;2
1;Ebrar;w;2
1;Boualame;m;2
1;Ece;w;2
1;Brian;m;2
1;Ela;w;2
1;Can;m;2
1;Elaine;w;2
1;Carl;m;2
1;Elchin;w;2
1;Cemal;m;2
1;Elea;w;2
1;Chidiebube;m;2
1;Elena;w;2
1;Christiano;m;2
1;Eleonore;w;2
1;Chuka;m;2
1;Elfriede;w;2
1;Collin;m;2
1;Eliana;w;2
1;Constantin;m;2
1;Elina;w;2
1;Dariusz;m;2
1;Elinor;w;2
1;Demba;m;2
1;Ellen;w;2
1;Dirk;m;2
1;Elma;w;2
1;Dānuţ;m;2
1;Elodie;w;2
1;Ebrar;m;2
1;Elvira;w;2
1;Ediz;m;2
1;Emelie;w;2
1;Efe;m;2
1;Emilia;w;2
1;Efosa;m;2
1;Emilie;w;2
1;Ege;m;2
1;Emma;w;2
1;Elia;m;2
1;Erika;w;2
1;Elijah;m;2
1;Evangelia;w;2
1;Emil;m;2
1;Eyole;w;2
1;Emilio;m;2
1;Ezda;w;2
1;Emmanuel;m;2
1;Fandio;w;2
1;Enrico;m;2
1;Freya;w;2
1;Eronmonsele;m;2
1;Féline;w;2
1;Erwin;m;2
1;Gisela;w;2
1;Felix;m;2
1;Gökçe;w;2
1;Finley;m;2
1;Gülay;w;2
1;Francis;m;2
1;Haji;w;2
1;Franciszek;m;2
1;Hedi;w;2
1;Franz;m;2
1;Hediye;w;2
1;Frederik;m;2
1;Heidi;w;2
1;Gastón;m;2
1;Helen;w;2
1;Gelsi;m;2
1;Helene;w;2
1;Georgios;m;2
1;Helin;w;2
1;Gerald;m;2
1;Hendrina;w;2
1;Gerardus;m;2
1;Herdana;w;2
1;Gerd;m;2
1;Hira;w;2
1;Gideon;m;2
1;Ida;w;2
1;Gioele;m;2
1;Ifeade;w;2
1;Günter;m;2
1;Ilvy;w;2
1;Halil;m;2
1;Imany;w;2
1;Hamdi;m;2
1;Inga;w;2
1;Hamza;m;2
1;Inge;w;2
1;Heiner;m;2
1;İrem;w;2
1;Hendrik;m;2
1;Irmine;w;2
1;Henrik;m;2
1;Jasmin;w;2
1;Henry;m;2
1;Jolie;w;2
1;Hubert;m;2
1;Josephina;w;2
1;Ian;m;2
1;Judy;w;2
1;İbrahim;m;2
1;Jule;w;2
1;Ilya;m;2
1;Julia;w;2
1;Imam;m;2
1;Juna;w;2
1;Imran;m;2
1;June;w;2
1;Ismail;m;2
1;Karin;w;2
1;Iustus;m;2
1;Karina;w;2
1;Ivan;m;2
1;Katrin;w;2
1;Jace;m;2
1;Kezban;w;2
1;Jalal;m;2
1;Lagertha;w;2
1;Jamal;m;2
1;Lea;w;2
1;James;m;2
1;Leni;w;2
1;Jannik;m;2
1;Levina;w;2
1;Jason;m;2
1;Lian;w;2
1;Java;m;2
1;Lilly;w;2
1;Jayden;m;2
1;Lina;w;2
1;Jimmy;m;2
1;Linea;w;2
1;John;m;2
1;Linn;w;2
1;Jonni;m;2
1;Livia;w;2
1;Joscha;m;2
1;Lotte;w;2
1;Josef;m;2
1;Louise;w;2
1;Josia;m;2
1;Lucia;w;2
1;Julian;m;2
1;Lucya;w;2
1;Justus;m;2
1;Luisa;w;2
1;Jürgen;m;2
1;Luna;w;2
1;Kaan;m;2
1;Luzia;w;2
1;Karl;m;2
1;Lynn;w;2
1;Karl-Paul;m;2
1;Maddalena;w;2
1;Kenan;m;2
1;Madeleine;w;2
1;Kiltan;m;2
1;Madita;w;2
1;Lars;m;2
1;Magdalena;w;2
1;Laurent;m;2
1;Mahsa;w;2
1;Laurentin;m;2
1;Mailin;w;2
1;Lenn;m;2
1;Mara;w;2
1;Leon;m;2
1;Maria-Luce;w;2
1;Leonel;m;2
1;Marianne;w;2
1;Levi;m;2
1;Martha;w;2
1;Levin;m;2
1;Martina;w;2
1;Lewis;m;2
1;Maxime;w;2
1;Linus;m;2
1;Mbuka;w;2
1;Logan;m;2
1;Mechtilde;w;2
1;Lorenz;m;2
1;Melody;w;2
1;Lucien;m;2
1;Mey;w;2
1;Ludwig;m;2
1;Mireia;w;2
1;Luis;m;2
1;Mirela;w;2
1;Luka;m;2
1;Moni;w;2
1;Mahir;m;2
1;Moqi;w;2
1;Mahmudov;m;2
1;Moyao;w;2
1;Malik;m;2
1;Nas;w;2
1;Marco;m;2
1;Nathalie;w;2
1;Marek;m;2
1;Naz;w;2
1;Maria;m;2
1;Nicole;w;2
1;Marice;m;2
1;Nida;w;2
1;Marijn;m;2
1;Nisa;w;2
1;Marley;m;2
1;Noelia;w;2
1;Mateo;m;2
1;Nora;w;2
1;Mathis;m;2
1;Noreen;w;2
1;Mats;m;2
1;Ottilie;w;2
1;Matthis;m;2
1;Paula;w;2
1;Maël;m;2
1;Philippa;w;2
1;Mendirez;m;2
1;Prisha;w;2
1;Minh;m;2
1;Queen;w;2
1;Natthapon;m;2
1;Rene;w;2
1;Natthapong;m;2
1;Rosa;w;2
1;Nenad;m;2
1;Rosemarie;w;2
1;Ngô;m;2
1;Sabine;w;2
1;Nick;m;2
1;Sagesse;w;2
1;Noctis;m;2
1;Saliha;w;2
1;Nolan;m;2
1;Sara;w;2
1;Norbert;m;2
1;Savannah;w;2
1;Nouralden;m;2
1;Scott;w;2
1;Nurettin;m;2
1;Selen;w;2
1;Olaoluwa;m;2
1;Selina;w;2
1;Oliver;m;2
1;Selma;w;2
1;Pascal;m;2
1;Sevda;w;2
1;Pep;m;2
1;Sidelya;w;2
1;Pepe;m;2
1;Sinavera;w;2
1;Philip;m;2
1;Sole;w;2
1;Philipp;m;2
1;Soraya;w;2
1;Phillipp;m;2
1;Stefanie;w;2
1;Rafał;m;2
1;Suna;w;2
1;Ramazan;m;2
1;Sunny;w;2
1;Rasmus;m;2
1;Süeda;w;2
1;Robert;m;2
1;Sümeyye;w;2
1;Rüstem;m;2
1;Tabea;w;2
1;Saim;m;2
1;Teresa;w;2
1;Sakariye;m;2
1;Theodora;w;2
1;Salih;m;2
1;Theresa;w;2
1;Sascha;m;2
1;Therese;w;2
1;Stefaniev;m;2
1;Tuğra;w;2
1;Stefanov;m;2
1;Vada;w;2
1;Stephan;m;2
1;Valeska;w;2
1;Stoyanov;m;2
1;Vanessa;w;2
1;Taha;m;2
1;Vera;w;2
1;Tayler;m;2
1;Vesna;w;2
1;Taylor;m;2
1;Viktoria;w;2
1;Tayyip;m;2
1;Wanda;w;2
1;Teoman;m;2
1;Yasemin;w;2
1;Theo;m;2
1;Zekiya;w;2
1;Theodor;m;2
1;Zeynep;w;2
1;Thushanthan;m;2
1;Zoe;w;2
1;Titus;m;2
1;Zoey;w;2
1;Torben;m;2
1;Zümra;w;2
1;Tugra;m;2
1;Ömrüm;w;2
1;Tunahan;m;2
1;Şenyüz;w;2
1;Udo;m;2
1;Valerian;m;2
1;Vergil;m;2
1;Vitus;m;2
1;Wentworth;m;2
1;Wojtec;m;2
1;Wolfram;m;2
1;Zain;m;2
1;Zenon;m;2
1;Zeyd;m;2
1;Ömer;m;2
1;Aaliyah;w;1
1;Abisaiyini;w;1
1;Adel;w;1
1;Adina;w;1
1;Adriana;w;1
1;Afrah;w;1
1;Afrin;w;1
1;Aicha;w;1
1;Aischa;w;1
1;Aisha;w;1
1;Ajnesa;w;1
1;Alea;w;1
1;Aleksandra;w;1
1;Alexandra;w;1
1;Alexia;w;1
1;Abdullah;m;1
1;Alexis;w;1
1;Adar;m;1
1;Aleyna;w;1
1;Adian;m;1
1;Alia;w;1
1;Adjei;m;1
1;Alice;w;1
1;Adonis;m;1
1;Alicja;w;1
1;Adriano;m;1
1;Aline;w;1
1;Adulbaset;m;1
1;Alisha;w;1
1;Agim;m;1
1;Alison;w;1
1;Ahmet;m;1
1;Alissa;w;1
1;Aiden;m;1
1;Aliya;w;1
1;Aldin;m;1
1;Aliyah;w;1
1;Aleks;m;1
1;Allegra;w;1
1;Alessandro;m;1
1;Almira;w;1
1;Alex;m;1
1;Alvin;w;1
1;Alexandros;m;1
1;Alvira;w;1
1;Alihan;m;1
1;Alya;w;1
1;Alper;m;1
1;Amber;w;1
1;Amanullah;m;1
1;Ameli;w;1
1;Amar;m;1
1;Amelia;w;1
1;Amel;m;1
1;Amell;w;1
1;Amon-Phelip;m;1
1;Amilia;w;1
1;Anas;m;1
1;Aminatta;w;1
1;Andrej;m;1
1;Anastasia;w;1
1;Angel-David;m;1
1;Anastasija;w;1
1;Anil;m;1
1;Anays;w;1
1;Anis;m;1
1;Anays-Rebeca;w;1
1;Antoni;m;1
1;Andrra;w;1
1;Anuar;m;1
1;Anesa;w;1
1;Arian;m;1
1;Angela;w;1
1;Arias;m;1
1;Angelina;w;1
1;Arijan;m;1
1;Anissa;w;1
1;Ariyan;m;1
1;Ann-Kathrin;w;1
1;Artemi;m;1
1;Anna-Lina;w;1
1;Atilla;m;1
1;Annabelle;w;1
1;Aurelio;m;1
1;Annika;w;1
1;Awyar;m;1
1;Anosha;w;1
1;Ayaz;m;1
1;Aras;w;1
1;Ayomide-Marvelous;m;1
1;Aria;w;1
1;Azat;m;1
1;Ariana;w;1
1;Bejan;m;1
1;Ariane;w;1
1;Bela;m;1
1;Arizona;w;1
1;Benas;m;1
1;Arya;w;1
1;Benett;m;1
1;Aseel;w;1
1;Bennet;m;1
1;Asmina;w;1
1;Bennett;m;1
1;Asra;w;1
1;Berkay;m;1
1;Assil;w;1
1;Brady;m;1
1;Asya;w;1
1;Bruno;m;1
1;Ata;w;1
1;Béla;m;1
1;Athina;w;1
1;Calvin;m;1
1;Aurelia;w;1
1;Can-Milan;m;1
1;Aurora;w;1
1;Cas;m;1
1;Awin;w;1
1;Cem;m;1
1;Aya;w;1
1;Cesur;m;1
1;Ayhin;w;1
1;Cesur-Alp;m;1
1;Ayla;w;1
1;Chester;m;1
1;Ayşe;w;1
1;Chris;m;1
1;Ayşenur;w;1
1;Christian;m;1
1;Baran;w;1
1;Christiano;m;1
1;Basmah;w;1
1;Christof;m;1
1;Bengü;w;1
1;Christofer;m;1
1;Berfin;w;1
1;Constantin;m;1
1;Berihan;w;1
1;Cumali;m;1
1;Berin;w;1
1;Damian-Martin;m;1
1;Beritan;w;1
1;Damon;m;1
1;Berivan;w;1
1;Daniele;m;1
1;Beth;w;1
1;Danyar;m;1
1;Bethany;w;1
1;Danylle;m;1
1;Beyza;w;1
1;Dario;m;1
1;Bianca;w;1
1;Darius;m;1
1;Büşra;w;1
1;Daryan;m;1
1;Canan;w;1
1;Davin;m;1
1;Cansel;w;1
1;Davud;m;1
1;Cansu;w;1
1;Dawid;m;1
1;Carol-Ann;w;1
1;Dejan;m;1
1;Cataleya-Marilie;w;1
1;Demailj;m;1
1;Cathalea;w;1
1;Denizhan;m;1
1;Celina;w;1
1;Dennis;m;1
1;Ceylin;w;1
1;Deraius;m;1
1;Ceylin-Aselya;w;1
1;Dimitar;m;1
1;Chana;w;1
1;Dino;m;1
1;Charlize;w;1
1;Domenik;m;1
1;Charlotta;w;1
1;Dominik;m;1
1;Cilin;w;1
1;Durak;m;1
1;Céline;w;1
1;Ebu;m;1
1;Dajana;w;1
1;Edonis;m;1
1;Dana;w;1
1;Edris;m;1
1;Daniela;w;1
1;Eied;m;1
1;Darina;w;1
1;Elian;m;1
1;Darya;w;1
1;Elias-Joel;m;1
1;Defne;w;1
1;Elio;m;1
1;Delal;w;1
1;Elven;m;1
1;Delevia;w;1
1;Emilio-Christiano;m;1
1;Delin;w;1
1;Enes;m;1
1;Deryn;w;1
1;Ensar;m;1
1;Desislava;w;1
1;Erdem;m;1
1;Diana;w;1
1;Erdijan;m;1
1;Dilara;w;1
1;Eren;m;1
1;Dilay;w;1
1;Erhan;m;1
1;Dilek;w;1
1;Erwa;m;1
1;Dunja;w;1
1;Ethem;m;1
1;Dzhena;w;1
1;Evren;m;1
1;Ebro;w;1
1;Eymen;m;1
1;Eftelya;w;1
1;Fabian;m;1
1;Elanur;w;1
1;Fahri;m;1
1;Eldana;w;1
1;Faris;m;1
1;Elenora;w;1
1;Fernando;m;1
1;Eleonora;w;1
1;Fiete;m;1
1;Eliana;w;1
1;Filippos;m;1
1;Elif-Yaren;w;1
1;Fortino;m;1
1;Elisabetta;w;1
1;Fourkan;m;1
1;Elissa;w;1
1;Francesco;m;1
1;Eliz;w;1
1;Frederik;m;1
1;Eliz-Elif;w;1
1;Friedolin;m;1
1;Eliza;w;1
1;Fritz;m;1
1;Elizya;w;1
1;Georgie;m;1
1;Ellarose;w;1
1;Giosuè;m;1
1;Ellen;w;1
1;Giulio;m;1
1;Elmana;w;1
1;Gökay;m;1
1;Elona-Leonie;w;1
1;Güney;m;1
1;Elra;w;1
1;Hadi;m;1
1;Elsi;w;1
1;Halil;m;1
1;Elya;w;1
1;Hamdi;m;1
1;Ema;w;1
1;Haris;m;1
1;Emell;w;1
1;Haroun;m;1
1;Emili;w;1
1;Hektor;m;1
1;Emina;w;1
1;Helge;m;1
1;Emmi;w;1
1;Helmut;m;1
1;Enjy;w;1
1;Henk;m;1
1;Enni;w;1
1;Hennrik;m;1
1;Erjona;w;1
1;Hrvoje;m;1
1;Eslem;w;1
1;Hüseyin;m;1
1;Esma;w;1
1;İbrahim;m;1
1;Esmila;w;1
1;Ibrahim;m;1
1;Esra;w;1
1;Ibrahim-Halil;m;1
1;Esra-Nur;w;1
1;Idris;m;1
1;Esther;w;1
1;Igor;m;1
1;Evangelia;w;1
1;Ilay;m;1
1;Evelina;w;1
1;Ilijas;m;1
1;Evelline;w;1
1;Ilja;m;1
1;Eya;w;1
1;Ilyan;m;1
1;Fatima;w;1
1;İrfan;m;1
1;Favour;w;1
1;Isaac;m;1
1;Felia;w;1
1;Issam;m;1
1;Fenja;w;1
1;Ivo;m;1
1;Feriha;w;1
1;Iwo;m;1
1;Fiene;w;1
1;Jad;m;1
1;Filin;w;1
1;Jamal;m;1
1;Finnja;w;1
1;Jamaleddin;m;1
1;Finya;w;1
1;Janis;m;1
1;Frida;w;1
1;Jannes;m;1
1;Genesis;w;1
1;Jannik;m;1
1;Georgie;w;1
1;Jarne;m;1
1;Giada;w;1
1;Jason;m;1
1;Grete;w;1
1;Jasper;m;1
1;Gülsah;w;1
1;Jastin;m;1
1;Hadidja;w;1
1;Jayden;m;1
1;Haily;w;1
1;Jeremiah;m;1
1;Hana;w;1
1;Jesse;m;1
1;Hanan;w;1
1;Joel;m;1
1;Haneen;w;1
1;Johan;m;1
1;Hatice;w;1
1;Johnny;m;1
1;Hedija;w;1
1;Jois;m;1
1;Heidi;w;1
1;Joko;m;1
1;Hela;w;1
1;Jonte;m;1
1;Helena;w;1
1;Joost;m;1
1;Helene;w;1
1;Jordan;m;1
1;Helin;w;1
1;Joseph;m;1
1;Henni;w;1
1;Josha;m;1
1;Hermela;w;1
1;Josua;m;1
1;Hicran;w;1
1;Jul;m;1
1;Hilal;w;1
1;Juliano;m;1
1;Hinde;w;1
1;Julien;m;1
1;Ida-Marie;w;1
1;Kamil-Damian;m;1
1;Iette;w;1
1;Kamiran;m;1
1;Ikram;w;1
1;Karim;m;1
1;Ilkim;w;1
1;Karl;m;1
1;Ingrid;w;1
1;Kayden;m;1
1;Ipek;w;1
1;Keanu;m;1
1;Irem;w;1
1;Keyan;m;1
1;Isabell-Agnes;w;1
1;Khaled;m;1
1;Isabelle;w;1
1;Khalil;m;1
1;Isidora;w;1
1;Kian;m;1
1;Ivy;w;1
1;Kijan;m;1
1;Jalia;w;1
1;Kiyan;m;1
1;Jamelia;w;1
1;Konrad;m;1
1;Jamila;w;1
1;Kubilay;m;1
1;Janan;w;1
1;Laith;m;1
1;Jara;w;1
1;Lasse;m;1
1;Jasmin;w;1
1;Lejan;m;1
1;Jasmina;w;1
1;Lejs;m;1
1;Jeanne;w;1
1;Len;m;1
1;Jenna-Marie;w;1
1;Lennart;m;1
1;Jennifer;w;1
1;Lenox;m;1
1;Jette;w;1
1;Leonardo;m;1
1;Jill;w;1
1;Leonas;m;1
1;Jina;w;1
1;Leopold;m;1
1;Josephina;w;1
1;Levent;m;1
1;Josi;w;1
1;Lewin;m;1
1;Josie;w;1
1;Liam-Aras;m;1
1;Joy;w;1
1;Lijon;m;1
1;Joyce;w;1
1;Lino;m;1
1;Judy;w;1
1;Logi;m;1
1;Jula;w;1
1;Loic;m;1
1;Jule;w;1
1;Louan;m;1
1;June;w;1
1;Luay;m;1
1;Juri;w;1
1;Lucian;m;1
